Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
1,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_1.txt,0.0,-21.0,0.0,-21.0,0.0,-131.0,0.0,-131.0,0.0,-21.0,0.0,-152.0,True,32.0,5.0,21004.0,296.0,127.0,20320.0,287.0,127.0
2,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_2.txt,0.0,-13.0,0.0,-13.0,0.0,-197.0,0.0,-197.0,0.0,-13.0,0.0,-210.0,True,32.0,6.0,29645.0,366.0,156.0,29645.0,366.0,121.0
3,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_3.txt,0.0,-89.0,0.0,-89.0,0.0,-20.0,0.0,-20.0,0.0,-20.0,0.0,-109.0,True,32.0,2.0,24576.0,320.0,141.0,24576.0,320.0,128.0
4,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_4.txt,0.0,-15.0,0.0,-15.0,0.0,-123.0,0.0,-123.0,0.0,-15.0,0.0,-138.0,True,32.0,2.0,20956.0,293.0,137.0,20956.0,293.0,124.0
5,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_5.txt,17.0,17.0,17.0,17.0,0.0,-169.0,0.0,-169.0,17.0,17.0,17.0,-152.0,False,32.0,1.0,26784.0,356.0,158.0,26784.0,356.0,108.0
6,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_6.txt,0.0,-24.0,0.0,-24.0,0.0,-115.0,0.0,-115.0,0.0,-24.0,0.0,-139.0,True,32.0,4.0,20349.0,290.0,125.0,20349.0,290.0,119.0
7,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_7.txt,0.0,-173.0,0.0,-173.0,0.0,-93.0,0.0,-93.0,0.0,-93.0,0.0,-266.0,True,32.0,5.0,34104.0,379.0,151.0,34104.0,379.0,147.0
8,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_8.txt,0.0,-146.0,0.0,-146.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,-148.0,True,32.0,4.0,11937.0,249.0,95.0,10944.0,249.0,57.0
9,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_9.txt,0.0,-108.0,0.0,-108.0,0.0,-120.0,0.0,-120.0,0.0,-108.0,0.0,-228.0,True,32.0,5.0,28044.0,335.0,164.0,28044.0,335.0,164.0
10,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_10.txt,12.0,12.0,12.0,12.0,0.0,-220.0,0.0,-220.0,12.0,12.0,12.0,-208.0,False,32.0,4.0,41249.0,414.0,178.0,41249.0,414.0,167.0
11,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_11.txt,0.0,-132.0,0.0,-132.0,0.0,-98.0,0.0,-98.0,0.0,-98.0,0.0,-230.0,True,32.0,5.0,33196.0,365.0,172.0,33196.0,365.0,172.0
12,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_12.txt,13.0,13.0,13.0,13.0,0.0,-98.0,0.0,-98.0,13.0,13.0,13.0,-85.0,False,32.0,2.0,20564.0,300.0,129.0,17664.0,266.0,128.0
13,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_13.txt,0.0,-29.0,0.0,-29.0,0.0,-153.0,0.0,-153.0,0.0,-29.0,0.0,-182.0,True,32.0,3.0,33372.0,368.0,173.0,33372.0,368.0,162.0
14,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_14.txt,0.0,-60.0,0.0,-60.0,0.0,-95.0,0.0,-95.0,0.0,-60.0,0.0,-155.0,True,32.0,2.0,23647.0,351.0,129.0,23647.0,328.0,107.0
15,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_15.txt,0.0,-166.0,0.0,-166.0,0.0,-80.0,0.0,-80.0,0.0,-80.0,0.0,-246.0,True,32.0,5.0,26200.0,331.0,140.0,26200.0,331.0,131.0
16,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_16.txt,18.0,18.0,18.0,18.0,0.0,-187.0,0.0,-187.0,18.0,18.0,18.0,-169.0,False,32.0,5.0,29800.0,350.0,159.0,27144.0,350.0,116.0
17,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_17.txt,0.0,-175.0,0.0,-175.0,0.0,-14.0,0.0,-14.0,0.0,-14.0,0.0,-189.0,True,32.0,4.0,27972.0,363.0,155.0,27972.0,363.0,111.0
18,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_18.txt,0.0,-62.0,0.0,-62.0,0.0,-132.0,0.0,-132.0,0.0,-62.0,0.0,-194.0,True,32.0,5.0,19200.0,278.0,128.0,19200.0,278.0,128.0
19,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_19.txt,0.0,-2.0,0.0,-2.0,0.0,-168.0,0.0,-168.0,0.0,-2.0,0.0,-170.0,True,32.0,5.0,23373.0,323.0,147.0,21922.0,323.0,97.0
20,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_20.txt,0.0,-65.0,0.0,-65.0,0.0,-84.0,0.0,-84.0,0.0,-65.0,0.0,-149.0,True,32.0,2.0,38304.0,396.0,168.0,38304.0,396.0,168.0
21,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_21.txt,0.0,-11.0,0.0,-11.0,0.0,-166.0,0.0,-166.0,0.0,-11.0,0.0,-177.0,True,32.0,5.0,33319.0,376.0,172.0,32943.0,376.0,139.0
22,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_22.txt,0.0,-89.0,0.0,-89.0,0.0,-4.0,0.0,-4.0,0.0,-4.0,0.0,-93.0,True,32.0,2.0,12972.0,232.0,94.0,12972.0,232.0,94.0
23,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_23.txt,0.0,-97.0,0.0,-97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.0,True,32.0,2.0,31257.0,358.0,157.0,31257.0,358.0,151.0
24,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_24.txt,0.0,-102.0,0.0,-102.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,-73.0,False,32.0,1.0,17675.0,276.0,126.0,17675.0,276.0,101.0
25,uniform,outputs/agents_2/items_5/gpt4o/zero_shot0/output_25.txt,0.0,-180.0,0.0,-180.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,-158.0,False,32.0,4.0,21420.0,330.0,120.0,15812.0,303.0,67.0
